订单 ID,订单日期,发货日期,产品名称,类别,子类别,客户名称,细分,国家,地区,城市,省/自治区,邮寄方式,销售额,利润,折扣,数量
CN-2016-2877606,2016/8/7,2016/8/12,"Acco 标签, 透明",办公用品,装订机,洪华,公司,中国,中南,上梅,湖南,标准级,113,53,0%,3
CN-2016-4242366,2016/8/7,2016/8/12,"Advantus 回形针, 混合尺寸",办公用品,系固件,杨欢,公司,中国,华东,澄江,江苏,标准级,64,-20,40%,2
CN-2016-4242366,2016/8/7,2016/8/12,"Advantus 回形针, 金属",办公用品,系固件,杨欢,公司,中国,华东,澄江,江苏,标准级,118,-22,40%,3
CN-2016-2877606,2016/8/7,2016/8/12,"松下 收据打印机, 白色",技术,设备,洪华,公司,中国,中南,上梅,湖南,标准级,557,5,0%,1
CN-2016-4190541,2016/8/7,2016/8/13,"Hamilton Beach 咖啡研磨机, 黑色",办公用品,器具,范刚,消费者,中国,华北,晋城,山西,标准级,786,24,0%,4
CN-2016-4190541,2016/8/7,2016/8/13,"贝尔金 鼠标, 可编程",技术,配件,范刚,消费者,中国,华北,晋城,山西,标准级,788,63,0%,4
CN-2016-1751343,2016/8/8,2016/8/8,"佳能 复印机, 数字化",技术,复印机,彭雯,消费者,中国,西北,西安,陕西,当日,"2,443",440,0%,2
CN-2016-3665640,2016/8/8,2016/8/10,"Acco 订书机, 透明",办公用品,装订机,封乐,消费者,中国,中南,南渡,广西,一级,"2,123",679,0%,9
CN-2016-4092734,2016/8/8,2016/8/12,"Hamilton Beach 搅拌机, 黑色",办公用品,器具,武杰,小型企业,中国,东北,青冈,黑龙江,二级,"1,644",148,0%,5
CN-2016-4092734,2016/8/8,2016/8/12,"Eldon 文件夹, 单宽度",办公用品,收纳具,武杰,小型企业,中国,东北,青冈,黑龙江,二级,397,127,0%,5
CN-2016-4092734,2016/8/8,2016/8/12,"Stockwell 图钉, 整包",办公用品,系固件,武杰,小型企业,中国,东北,青冈,黑龙江,二级,245,86,0%,4
CN-2016-4323224,2016/8/8,2016/8/12,"Acco 打孔机, 透明",办公用品,装订机,严聪,消费者,中国,华东,厦门,福建,标准级,690,158,0%,5
CN-2016-5378913,2016/8/8,2016/8/12,"OIC 图钉, 每包 12 个",办公用品,系固件,韩杰,消费者,中国,华北,衡水,河北,标准级,441,123,0%,7
CN-2016-5378913,2016/8/8,2016/8/12,"Binney & Smith 荧光笔, 金属",办公用品,美术,韩杰,消费者,中国,华北,衡水,河北,标准级,750,14,0%,9
CN-2016-2960006,2016/8/8,2016/8/12,"Tenex 门挡, 黑色",家具,用具,肖菊,公司,中国,东北,鞍山,辽宁,标准级,983,146,40%,8
CN-2016-4323224,2016/8/8,2016/8/12,"Novimex 扶手椅, 每套两件",家具,椅子,严聪,消费者,中国,华东,厦门,福建,标准级,"6,443","1,095",0%,3
CN-2016-5378913,2016/8/8,2016/8/12,"宜家 墙角架, 金属",家具,书架,韩杰,消费者,中国,华北,衡水,河北,标准级,"1,144",457,0%,2
CN-2016-4323224,2016/8/8,2016/8/12,"松下 喷墨打印机, 白色",技术,设备,严聪,消费者,中国,华东,厦门,福建,标准级,"2,898",956,0%,2
CN-2016-5378913,2016/8/8,2016/8/12,"贝尔金 键盘, 回收",技术,配件,韩杰,消费者,中国,华北,衡水,河北,标准级,"1,525",671,0%,4
CN-2016-2606671,2016/8/8,2016/8/13,"Wilson Jones 标签, 透明",办公用品,装订机,洪康,消费者,中国,华东,临清,山东,二级,83,9,0%,3
CN-2016-3351509,2016/8/8,2016/8/13,"Avery 孔加固材料, 耐用",办公用品,装订机,苏涛,消费者,中国,华东,即墨,山东,标准级,55,1,0%,2
CN-2016-3351509,2016/8/8,2016/8/13,"Hewlett 复印机, 红色",技术,复印机,苏涛,消费者,中国,华东,即墨,山东,标准级,"3,666","1,320",0%,3
CN-2016-3676630,2016/8/9,2016/8/10,"Sanford 速写本, 金属",办公用品,美术,李蔓楚,小型企业,中国,西南,成都,四川,一级,44,-153,80%,1
CN-2016-4815290,2016/8/9,2016/8/14,"Eldon 锁柜, 工业",办公用品,收纳具,严盛,消费者,中国,华东,曲阜,山东,标准级,"3,703","1,074",0%,4
US-2016-1589691,2016/8/9,2016/8/14,"Advantus 订书钉, 混合尺寸",办公用品,系固件,沈彩,消费者,中国,华东,宁波,浙江,标准级,70,-14,40%,3
US-2016-4479160,2016/8/9,2016/8/14,"Smead 盒, 蓝色",办公用品,收纳具,邢盛,消费者,中国,华北,海拉尔,内蒙古,标准级,101,2,0%,2
US-2016-4479160,2016/8/9,2016/8/14,"Harbour Creations 圆形标签, 可调",办公用品,标签,邢盛,消费者,中国,华北,海拉尔,内蒙古,标准级,43,20,0%,2
US-2016-4479160,2016/8/9,2016/8/14,"Smead 文件夹标签, 白色",办公用品,标签,邢盛,消费者,中国,华北,海拉尔,内蒙古,标准级,83,9,0%,2
US-2016-4479160,2016/8/9,2016/8/14,"Hon 沙滩椅, 红色",家具,椅子,邢盛,消费者,中国,华北,海拉尔,内蒙古,标准级,253,-148,40%,2
US-2016-4479160,2016/8/9,2016/8/14,"罗技 闪存驱动器, 可编程",技术,配件,邢盛,消费者,中国,华北,海拉尔,内蒙古,标准级,179,-60,40%,2
CN-2016-2312244,2016/8/9,2016/8/15,"佳能 无线传真机, 数字化",技术,复印机,邵杰,小型企业,中国,中南,随州,湖北,标准级,"3,178","-1,748",40%,3
CN-2016-2353754,2016/8/10,2016/8/10,"Ames 商业信封, 回收",办公用品,信封,麦虢,公司,中国,中南,武汉,湖北,当日,125,7,0%,2
CN-2016-2353754,2016/8/10,2016/8/10,"Deflect-O 框架, 一包多件",家具,用具,麦虢,公司,中国,中南,武汉,湖北,当日,617,-237,40%,2
CN-2016-2353754,2016/8/10,2016/8/10,"诺基亚 信号增强器, 全尺寸",技术,电话,麦虢,公司,中国,中南,武汉,湖北,当日,772,-257,40%,2
CN-2016-5909028,2016/8/10,2016/8/14,"Kraft 局间信封, 红色",办公用品,信封,韩莞颖,小型企业,中国,东北,哈尔滨,黑龙江,标准级,471,52,0%,2
CN-2016-5909028,2016/8/10,2016/8/14,"Acme 尺子, 蓝色",办公用品,用品,韩莞颖,小型企业,中国,东北,哈尔滨,黑龙江,标准级,390,74,0%,5
CN-2016-5909028,2016/8/10,2016/8/14,"Hon 摇椅, 可调",家具,椅子,韩莞颖,小型企业,中国,东北,哈尔滨,黑龙江,标准级,"4,969","2,037",0%,8
CN-2016-4494383,2016/8/12,2016/8/12,"Bevis 培训桌, 长方形",家具,桌子,彭绅,公司,中国,华东,南京,江苏,当日,"1,862","-2,049",60%,3
CN-2016-4985754,2016/8/12,2016/8/13,"Rogers 文件夹, 蓝色",办公用品,收纳具,唐栋,小型企业,中国,华东,青岛,山东,一级,430,206,0%,3
CN-2016-4985754,2016/8/12,2016/8/13,"Tenex 搁板, 工业",办公用品,收纳具,唐栋,小型企业,中国,华东,青岛,山东,一级,"1,801",467,0%,7
CN-2016-4985754,2016/8/12,2016/8/13,"Stockwell 按钉, 金属",办公用品,系固件,唐栋,小型企业,中国,华东,青岛,山东,一级,132,60,0%,2
CN-2016-3409532,2016/8/12,2016/8/13,"Rubvermaid 分层置放架, 黑色",家具,用具,余德,小型企业,中国,东北,本溪,辽宁,一级,563,-179,40%,8
CN-2016-4985754,2016/8/12,2016/8/13,"Safco 书库, 白色",家具,书架,唐栋,小型企业,中国,华东,青岛,山东,一级,"12,815","3,588",0%,7
CN-2016-4985754,2016/8/12,2016/8/13,"Novimex 沙滩椅, 每套两件",家具,椅子,唐栋,小型企业,中国,华东,青岛,山东,一级,"2,025",748,0%,9
CN-2016-4985754,2016/8/12,2016/8/13,"Office Star 折叠椅, 黑色",家具,椅子,唐栋,小型企业,中国,华东,青岛,山东,一级,"1,250",87,0%,3
CN-2016-4985754,2016/8/12,2016/8/13,"Tenex 门挡, 黑色",家具,用具,唐栋,小型企业,中国,华东,青岛,山东,一级,410,200,0%,2
CN-2016-4985754,2016/8/12,2016/8/13,"夏普 墨水, 彩色",技术,复印机,唐栋,小型企业,中国,华东,青岛,山东,一级,"5,873","2,114",0%,10
CN-2016-2292031,2016/8/12,2016/8/14,"Smead 锁柜, 蓝色",办公用品,收纳具,余婵,公司,中国,中南,洛阳,广东,二级,"1,852",852,0%,2
CN-2016-2292031,2016/8/12,2016/8/14,"Fiskars 剪刀, 钢",办公用品,用品,余婵,公司,中国,中南,洛阳,广东,二级,421,50,0%,4
CN-2016-2292031,2016/8/12,2016/8/14,"Eaton 计划信息表, 每包 12 个",办公用品,纸张,余婵,公司,中国,中南,洛阳,广东,二级,577,29,0%,5
CN-2016-2292031,2016/8/12,2016/8/14,"Cardinal 标签, 透明",办公用品,装订机,余婵,公司,中国,中南,洛阳,广东,二级,94,5,0%,3
CN-2016-3361827,2016/8/12,2016/8/15,"Harbour Creations 运输标签, 可调",办公用品,标签,庄伟,小型企业,中国,华东,滁州,安徽,二级,306,42,0%,7
CN-2016-3361827,2016/8/12,2016/8/15,"Stanley 画布, 金属",办公用品,美术,庄伟,小型企业,中国,华东,滁州,安徽,二级,379,104,20%,2
CN-2016-4475873,2016/8/12,2016/8/16,"摩托罗拉 耳机, 整包",技术,电话,杨德伟,公司,中国,华东,长清,山东,二级,745,261,0%,2
CN-2016-5717181,2016/8/12,2016/8/17,"Boston 荧光笔, 金属",办公用品,美术,陈立,小型企业,中国,中南,三亚,海南,二级,225,11,20%,3
CN-2016-5717181,2016/8/12,2016/8/17,"Boston 记号笔, 金属",办公用品,美术,陈立,小型企业,中国,中南,三亚,海南,二级,722,144,20%,7
CN-2016-5717181,2016/8/12,2016/8/17,"Office Star 椅垫, 每套两件",家具,椅子,陈立,小型企业,中国,中南,三亚,海南,二级,572,140,10%,2
CN-2016-4080706,2016/8/13,2016/8/14,"Cameo 商业信封, 银色",办公用品,信封,田良,消费者,中国,中南,广州,广东,一级,181,27,0%,2
CN-2016-4080706,2016/8/13,2016/8/14,"Breville 炉灶, 银色",办公用品,器具,田良,消费者,中国,中南,广州,广东,一级,"10,496","1,784",0%,4
US-2016-3597477,2016/8/13,2016/8/14,"Enermax 键盘, 可编程",技术,配件,苏升,消费者,中国,中南,南宁,广西,当日,"1,189",155,0%,3
CN-2016-5434393,2016/8/13,2016/8/17,"Avery 标签, 回收",办公用品,装订机,熊临耀,消费者,中国,华东,九江,江西,标准级,125,60,0%,4
US-2016-3922494,2016/8/13,2016/8/17,"Ames 外皮和封条, 每套 50 个",办公用品,信封,贺升,消费者,中国,华北,天津,天津,标准级,174,26,0%,2
US-2016-3922494,2016/8/13,2016/8/17,"Breville 搅拌机, 黑色",办公用品,器具,贺升,消费者,中国,华北,天津,天津,标准级,837,192,0%,2
US-2016-3922494,2016/8/13,2016/8/17,"Eldon 相框, 优质",家具,用具,贺升,消费者,中国,华北,天津,天津,标准级,794,79,0%,3
CN-2016-4619981,2016/8/13,2016/8/18,"SAFCO 沙滩椅, 黑色",家具,椅子,卢淑芳,消费者,中国,西南,昆明,云南,标准级,878,35,0%,4
CN-2016-4619981,2016/8/13,2016/8/18,"贝尔金 键区, 耐用",技术,配件,卢淑芳,消费者,中国,西南,昆明,云南,标准级,"1,352",121,0%,5
CN-2016-3434056,2016/8/13,2016/8/19,"Office Star 椅垫, 可调",家具,椅子,曹冬露,消费者,中国,西北,兰州,甘肃,标准级,956,111,40%,5
CN-2016-2116724,2016/8/14,2016/8/17,"Advantus 门挡, 一包多件",家具,用具,杨欢,公司,中国,东北,尚志,黑龙江,二级,"1,052",421,0%,5
CN-2016-2116724,2016/8/14,2016/8/17,"Enermax 记忆卡, 可编程",技术,配件,杨欢,公司,中国,东北,尚志,黑龙江,二级,"2,704",513,0%,5
US-2016-2033462,2016/8/14,2016/8/18,"惠普 传真复印机, 数字化",技术,复印机,何安,小型企业,中国,华东,杭州,浙江,标准级,"1,932",-129,40%,4
CN-2016-4688195,2016/8/14,2016/8/19,"Eldon 盘, 金属",办公用品,收纳具,庄丹,消费者,中国,华北,牙克石,内蒙古,标准级,"1,537",691,0%,7
CN-2016-4688195,2016/8/14,2016/8/19,"Stockwell 夹子, 整包",办公用品,系固件,庄丹,消费者,中国,华北,牙克石,内蒙古,标准级,108,-13,40%,2
US-2016-1538609,2016/8/15,2016/8/19,"Enermax 计划信息表, 优质",办公用品,纸张,赵婵,消费者,中国,东北,佳木斯,黑龙江,标准级,210,0,0%,2
CN-2016-3551529,2016/8/15,2016/8/19,"OIC 回形针, 混合尺寸",办公用品,系固件,沈彩,消费者,中国,华东,萍乡,江西,标准级,277,5,0%,5
CN-2016-1172542,2016/8/15,2016/8/19,"Smead 文件车, 工业",办公用品,收纳具,郝惠,消费者,中国,西南,海口,云南,标准级,"2,406",457,0%,4
CN-2016-1172542,2016/8/15,2016/8/19,"Novimex 有色标签, 耐用",办公用品,标签,郝惠,消费者,中国,西南,海口,云南,标准级,777,388,0%,13
US-2016-1538609,2016/8/15,2016/8/19,"Bush 柜, 传统",家具,书架,赵婵,消费者,中国,东北,佳木斯,黑龙江,标准级,"2,676",0,0%,4
CN-2016-1172542,2016/8/15,2016/8/19,"Deflect-O 灯泡, 一包多件",家具,用具,郝惠,消费者,中国,西南,海口,云南,标准级,"1,245",484,0%,14
US-2016-1538609,2016/8/15,2016/8/19,"Brother 个人复印机, 彩色",技术,复印机,赵婵,消费者,中国,东北,佳木斯,黑龙江,标准级,674,242,0%,1
US-2016-1538609,2016/8/15,2016/8/19,"SanDisk 键盘, 实惠",技术,配件,赵婵,消费者,中国,东北,佳木斯,黑龙江,标准级,"2,662",399,0%,7
CN-2016-3551529,2016/8/15,2016/8/19,"SanDisk 键盘, 可编程",技术,配件,沈彩,消费者,中国,华东,萍乡,江西,标准级,"1,936",0,0%,5
CN-2016-1172542,2016/8/15,2016/8/19,"佳能 个人复印机, 彩色",技术,复印机,郝惠,消费者,中国,西南,海口,云南,标准级,538,74,20%,1
US-2016-4757396,2016/8/15,2016/8/21,"Stockwell 图钉, 混合尺寸",办公用品,系固件,郭刚,公司,中国,东北,沈阳,辽宁,标准级,215,-76,40%,7
CN-2016-3969050,2016/8/16,2016/8/16,"Eldon 框架, 耐用",家具,用具,常光,公司,中国,华东,合肥,安徽,当日,"1,586",539,0%,3
CN-2016-2531621,2016/8/16,2016/8/18,"Stiletto 剪刀, 工业",办公用品,用品,林德伟,公司,中国,华北,天津,天津,一级,235,108,0%,2
CN-2016-2531621,2016/8/16,2016/8/18,"Cardinal 装订机, 透明",办公用品,装订机,林德伟,公司,中国,华北,天津,天津,一级,248,124,0%,4
CN-2016-2831197,2016/8/16,2016/8/18,"Fellowes 搁板, 蓝色",办公用品,收纳具,潘凤,小型企业,中国,中南,汕头,广东,一级,"1,350",364,0%,5
CN-2016-2831197,2016/8/16,2016/8/18,"Acco 孔加固材料, 透明",办公用品,装订机,潘凤,小型企业,中国,中南,汕头,广东,一级,57,25,0%,2
CN-2016-2531621,2016/8/16,2016/8/18,"佳能 复印机, 每套两件",技术,复印机,林德伟,公司,中国,华北,天津,天津,一级,"3,670",991,0%,3
CN-2016-1150523,2016/8/16,2016/8/19,"SanDisk 羊皮纸, 多色",办公用品,纸张,何芯,消费者,中国,中南,益阳,湖南,一级,592,65,0%,7
CN-2016-3704015,2016/8/16,2016/8/20,"Novimex 有色标签, 红色",办公用品,标签,徐杰,公司,中国,华北,石家庄,河北,标准级,343,34,0%,6
CN-2016-3188485,2016/8/16,2016/8/20,"GlobeWeis 局间信封, 每套 50 个",办公用品,信封,郝壁,公司,中国,西南,弥阳,云南,标准级,446,183,0%,2
CN-2016-5057492,2016/8/16,2016/8/20,"Stiletto 剪刀, 工业",办公用品,用品,黄磊,消费者,中国,东北,沈阳,辽宁,标准级,212,21,40%,3
CN-2016-2558627,2016/8/16,2016/8/20,"Fellowes 文件车, 单宽度",办公用品,收纳具,韦绅,消费者,中国,中南,信阳,河南,标准级,"5,768",692,0%,9
CN-2016-2558627,2016/8/16,2016/8/20,"Wilson Jones 装订机盖, 透明",办公用品,装订机,韦绅,消费者,中国,中南,信阳,河南,标准级,149,24,0%,3
CN-2016-3704015,2016/8/16,2016/8/20,"松下 喷墨打印机, 红色",技术,设备,徐杰,公司,中国,华北,石家庄,河北,标准级,"1,443",563,0%,1
CN-2016-3325239,2016/8/16,2016/8/21,"Stanley 钢笔, 混合尺寸",办公用品,美术,邱芯,消费者,中国,东北,九台,吉林,标准级,99,-4,20%,2
CN-2016-4282122,2016/8/16,2016/8/21,"GlobeWeis 马尼拉纸信封, 银色",办公用品,信封,常明媚,消费者,中国,中南,洛阳,河南,标准级,695,69,0%,5
CN-2016-3325239,2016/8/16,2016/8/21,"惠普 传真机, 红色",技术,复印机,邱芯,消费者,中国,东北,九台,吉林,标准级,"11,131","4,340",0%,8
CN-2016-2222921,2016/8/16,2016/8/22,"Avery 圆形标签, 红色",办公用品,标签,陈莲,公司,中国,中南,长沙,湖南,标准级,65,13,0%,2
CN-2016-2222921,2016/8/16,2016/8/22,"Green Bar 备忘录便条, 多色",办公用品,纸张,陈莲,公司,中国,中南,长沙,湖南,标准级,257,31,0%,3
CN-2016-5313470,2016/8/16,2016/8/23,"Hamilton Beach 微波炉, 白色",办公用品,器具,佟崆,小型企业,中国,东北,凤城,辽宁,标准级,"1,572",-550,40%,2
CN-2016-5313470,2016/8/16,2016/8/23,"夏普 无线传真机, 每套两件",技术,复印机,佟崆,小型企业,中国,东北,凤城,辽宁,标准级,"3,986",332,40%,4
CN-2016-2280831,2016/8/17,2016/8/23,"Hon 合法证物标签, 耐用",办公用品,标签,陈磊,消费者,中国,华北,天津,天津,标准级,315,91,0%,6
CN-2016-2280831,2016/8/17,2016/8/23,"摩托罗拉 耳机, 全尺寸",技术,电话,陈磊,消费者,中国,华北,天津,天津,标准级,"2,269",544,0%,6
CN-2016-2280831,2016/8/17,2016/8/23,"Enermax 路由器, 实惠",技术,配件,陈磊,消费者,中国,华北,天津,天津,标准级,"4,822","1,109",0%,4
CN-2016-2866628,2016/8/18,2016/8/22,"Eldon 盒, 工业",办公用品,收纳具,谢聪,消费者,中国,华东,杭州,浙江,标准级,251,48,0%,5
CN-2016-5645996,2016/8/19,2016/8/21,"Wilson Jones 装订机盖, 实惠",办公用品,装订机,袁梅,公司,中国,中南,惠城,广东,一级,104,34,0%,2
CN-2016-5278891,2016/8/19,2016/8/21,"Eldon 框架, 优质",家具,用具,贺伟,消费者,中国,华东,余姚,浙江,二级,322,32,40%,1
CN-2016-4936120,2016/8/19,2016/8/22,"Breville 烤面包机, 白色",办公用品,器具,周诚,消费者,中国,华北,保定,河北,二级,"1,397",545,0%,4
CN-2016-4936120,2016/8/19,2016/8/22,"Fellowes 盒, 单宽度",办公用品,收纳具,周诚,消费者,中国,华北,保定,河北,二级,368,110,0%,4
CN-2016-4936120,2016/8/19,2016/8/22,"Hewlett 传真复印机, 彩色",技术,复印机,周诚,消费者,中国,华北,保定,河北,二级,"3,627",72,0%,4
CN-2016-2571041,2016/8/19,2016/8/23,"SanDisk 计划信息表, 回收",办公用品,纸张,李谙,小型企业,中国,中南,南宁,广西,标准级,221,80,0%,2
CN-2016-1321997,2016/8/19,2016/8/23,"Wilson Jones 订书机, 回收",办公用品,装订机,李丽丽,消费者,中国,华北,天津,天津,二级,460,27,0%,2
CN-2016-4326007,2016/8/19,2016/8/23,"贝尔金 路由器, 回收",技术,配件,柯婵,小型企业,中国,东北,洮南,吉林,二级,"5,986","2,215",0%,5
CN-2016-1321997,2016/8/19,2016/8/23,"松下 打印机, 耐用",技术,设备,李丽丽,消费者,中国,华北,天津,天津,二级,"2,488",298,0%,2
CN-2016-1172542,2016/8/19,2016/8/26,"Stiletto 美工刀, 钢",办公用品,用品,徐虎,消费者,中国,中南,汕头,广东,标准级,330,112,0%,2
CN-2016-1172542,2016/8/19,2016/8/26,"冲电器 打印机, 白色",技术,设备,徐虎,消费者,中国,中南,汕头,广东,标准级,"3,737","1,233",0%,3
CN-2016-5642637,2016/8/20,2016/8/21,"Fellowes 文件车, 单宽度",办公用品,收纳具,涂珑,小型企业,中国,华东,泉州,福建,一级,"2,564",307,0%,4
CN-2016-5642637,2016/8/20,2016/8/21,"Avery 有色标签, 耐用",办公用品,标签,涂珑,小型企业,中国,华东,泉州,福建,一级,192,42,0%,3
CN-2016-5642637,2016/8/20,2016/8/21,"Accos 夹子, 金属",办公用品,系固件,涂珑,小型企业,中国,华东,泉州,福建,一级,182,91,0%,2
CN-2016-5642637,2016/8/20,2016/8/21,"BIC 画布, 混合尺寸",办公用品,美术,涂珑,小型企业,中国,华东,泉州,福建,一级,531,117,0%,2
CN-2016-5642637,2016/8/20,2016/8/21,"Novimex 扶手椅, 每套两件",家具,椅子,涂珑,小型企业,中国,华东,泉州,福建,一级,"19,328","3,285",0%,9
CN-2016-3367931,2016/8/20,2016/8/22,"Ibico 孔加固材料, 耐用",办公用品,装订机,龙谦,消费者,中国,东北,梅河口,吉林,二级,119,53,0%,3
CN-2016-3367931,2016/8/20,2016/8/22,"Tenex 门挡, 优质",家具,用具,龙谦,消费者,中国,东北,梅河口,吉林,二级,"1,389",347,0%,7
CN-2016-1154983,2016/8/20,2016/8/23,"GlobeWeis 局间信封, 每套 50 个",办公用品,信封,殷崆,消费者,中国,东北,双鸭山,黑龙江,二级,669,274,0%,3
CN-2016-1154983,2016/8/20,2016/8/23,"Tenex 相框, 耐用",家具,用具,殷崆,消费者,中国,东北,双鸭山,黑龙江,二级,456,55,0%,2
CN-2016-5960733,2016/8/20,2016/8/24,"Avery 可去除的标签, 红色",办公用品,标签,刘明,公司,中国,东北,九台,吉林,二级,197,59,0%,4
CN-2016-5960733,2016/8/20,2016/8/24,"Wilson Jones 装订机, 透明",办公用品,装订机,刘明,公司,中国,东北,九台,吉林,二级,233,105,0%,4
CN-2016-3476099,2016/8/20,2016/8/24,"Fellowes 盒, 金属",办公用品,收纳具,邢柏,小型企业,中国,东北,辽源,吉林,标准级,263,37,0%,3
